fecha,descripcion,monto,tipo,categoria
2026-07-07,Bembos,15.87,gasto,Alimentacion (Fuera)
2026-07-07,Saga,2.6,gasto,Vestido y Calzado
2026-07-08,Starbucks,10.54,gasto,Alimentacion (Fuera)
2026-07-08,Pago alquiler departamento,72.8,gasto,Vivienda y Servicios
2026-07-08,Estacionamiento panadería,26.02,gasto,Transporte y Comunicaciones
2026-07-10,Accesorio,5.48,gasto,Vestido y Calzado
2026-07-10,Luz del Sur recibo mensual,64.84,gasto,Vivienda y Servicios
2026-07-11,Tottus bodega,65.75,gasto,Alimentacion (Hogar)
2026-07-11,Falabella,6.95,gasto,Vestido y Calzado
2026-07-11,Accesorio,6.87,gasto,Vestido y Calzado
2026-07-11,Accesorio,2.72,gasto,Vestido y Calzado
2026-07-12,Sedapal recibo mensual,63.42,gasto,Vivienda y Servicios
2026-07-12,Farmacia mifarma,9.73,gasto,Salud
2026-07-12,Farmacia inkafarma,3.41,gasto,Salud
2026-07-12,Falabella,7.16,gasto,Vestido y Calzado
2026-07-13,Oechsle,6.59,gasto,Vestido y Calzado
2026-07-14,Peluqueria,9.64,gasto,Otros Gastos y Diversos
2026-07-14,Chifa,8.7,gasto,Alimentacion (Fuera)
2026-07-15,Gratificación legal Julio,1112.24,ingreso,Salario
2026-07-15,Farmacia inkafarma,2.95,gasto,Salud
2026-07-15,Metropolitano compras semanales,27.36,gasto,Transporte y Comunicaciones
2026-07-15,Claro internet y telefono,76.34,gasto,Vivienda y Servicios
2026-07-18,Cine peliculas con amigos,9.69,gasto,Educacion y Ocio
2026-07-19,Transferencia a familiar,8.58,gasto,Otros Gastos y Diversos
2026-07-19,Falabella,2.84,gasto,Vestido y Calzado
2026-07-20,Gimnasio cuota mensual,7.06,gasto,Educacion y Ocio
2026-07-20,Picanteria,13.58,gasto,Alimentacion (Fuera)
2026-07-20,Cuidado personal,10.43,gasto,Otros Gastos y Diversos
2026-07-21,Cuidado personal,5.6,gasto,Otros Gastos y Diversos
2026-07-21,Wong bodega,41.97,gasto,Alimentacion (Hogar)
2026-07-21,Estacionamiento bodega,33.45,gasto,Transporte y Comunicaciones
2026-07-22,Cuidado personal,9.94,gasto,Otros Gastos y Diversos
2026-07-22,Consulta medica,5.52,gasto,Salud
2026-07-23,Bembos,13.66,gasto,Alimentacion (Fuera)
2026-07-23,Oechsle,2.75,gasto,Vestido y Calzado
2026-07-23,Bus panadería,23.84,gasto,Transporte y Comunicaciones
2026-07-23,Tienda,4.12,gasto,Vestido y Calzado
2026-07-24,Pollo a la brasa,14.4,gasto,Alimentacion (Fuera)
2026-07-24,Falabella,2.06,gasto,Vestido y Calzado
2026-07-25,Wong bodega,43.8,gasto,Alimentacion (Hogar)
2026-07-26,Analisis laboratorio,6.22,gasto,Salud
2026-07-27,Cine peliculas con amigos,15.26,gasto,Educacion y Ocio
2026-07-28,Bodega compras semanales,46.5,gasto,Alimentacion (Hogar)
2026-07-28,Cosmetico,5.05,gasto,Vestido y Calzado
2026-07-28,Donacion,11.76,gasto,Otros Gastos y Diversos
2026-07-29,Peluqueria,10.65,gasto,Otros Gastos y Diversos
2026-07-29,Bodega panadería,62.21,gasto,Alimentacion (Hogar)
2026-07-30,Tienda,5.63,gasto,Vestido y Calzado
2026-07-30,Picanteria,10.18,gasto,Alimentacion (Fuera)
2026-07-30,Grifo repsol compras semanales,33.81,gasto,Transporte y Comunicaciones
2026-07-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-07-31,Picanteria,16.02,gasto,Alimentacion (Fuera)
2026-07-31,Donacion,5.28,gasto,Otros Gastos y Diversos
2026-08-01,Artículos de limpieza y hogar,35.31,gasto,Mobiliario y Enseres
2026-08-01,Gasolina compras semanales,17.85,gasto,Transporte y Comunicaciones
2026-08-01,Consulta medica,4.43,gasto,Salud
2026-08-02,Ingreso por horas extra,101.16,ingreso,Salario
2026-08-02,Aceite compras semanales,41.62,gasto,Alimentacion (Hogar)
2026-08-02,Tienda,8.61,gasto,Vestido y Calzado
2026-08-02,Barberia,17.82,gasto,Otros Gastos y Diversos
2026-08-03,Cuidado personal,22.72,gasto,Otros Gastos y Diversos
2026-08-04,Maquillaje,11.43,gasto,Vestido y Calzado
2026-08-05,Picanteria,8.89,gasto,Alimentacion (Fuera)
2026-08-05,Netflix suscripción mensual,8.06,gasto,Educacion y Ocio
2026-08-05,Perfume,12.98,gasto,Vestido y Calzado
2026-08-05,Cuidado personal,19.37,gasto,Otros Gastos y Diversos
2026-08-06,Farmacia mifarma,2.05,gasto,Salud
2026-08-06,Spotify suscripción mensual,7.95,gasto,Educacion y Ocio
2026-08-08,Pago alquiler departamento,67.86,gasto,Vivienda y Servicios
2026-08-09,Mercado bodega,36.52,gasto,Alimentacion (Hogar)
2026-08-09,Metropolitano panadería,16.4,gasto,Transporte y Comunicaciones
2026-08-09,Barberia,9.77,gasto,Otros Gastos y Diversos
2026-08-10,Luz del Sur recibo mensual,63.44,gasto,Vivienda y Servicios
2026-08-10,Estacionamiento bodega,16.28,gasto,Transporte y Comunicaciones
2026-08-11,Gasolina panadería,16.02,gasto,Transporte y Comunicaciones
2026-08-12,Mass bodega,30.08,gasto,Alimentacion (Hogar)
2026-08-12,Sedapal recibo mensual,67.95,gasto,Vivienda y Servicios
2026-08-12,Medicina,5.27,gasto,Salud
2026-08-13,Metropolitano bodega,22.46,gasto,Transporte y Comunicaciones
2026-08-13,Comida rapida,7.08,gasto,Alimentacion (Fuera)
2026-08-14,Bembos,6.38,gasto,Alimentacion (Fuera)
2026-08-15,Consulta medica,7.82,gasto,Salud
2026-08-15,Claro internet y telefono,70.92,gasto,Vivienda y Servicios
2026-08-15,Picanteria,8.8,gasto,Alimentacion (Fuera)
2026-08-16,Saga,10.56,gasto,Vestido y Calzado
2026-08-16,Saga,12.97,gasto,Vestido y Calzado
2026-08-17,Chifa,9.25,gasto,Alimentacion (Fuera)
2026-08-18,Almuerzo restaurant,5.91,gasto,Alimentacion (Fuera)
2026-08-18,Taxi bodega,14.87,gasto,Transporte y Comunicaciones
2026-08-19,Concierto o evento cultural,21.94,gasto,Educacion y Ocio
2026-08-19,Plaza vea compras semanales,44.0,gasto,Alimentacion (Hogar)
2026-08-20,Mass compras semanales,47.42,gasto,Alimentacion (Hogar)
2026-08-20,Medicina,7.48,gasto,Salud
2026-08-20,Grifo repsol compras semanales,14.81,gasto,Transporte y Comunicaciones
2026-08-20,Gimnasio cuota mensual,7.76,gasto,Educacion y Ocio
2026-08-21,Medicina,3.4,gasto,Salud
2026-08-22,Farmacia mifarma,2.22,gasto,Salud
2026-08-22,Ingreso por freelance proyecto,67.44,ingreso,Freelance
2026-08-22,Plaza vea compras semanales,28.74,gasto,Alimentacion (Hogar)
2026-08-24,Ripley,5.72,gasto,Vestido y Calzado
2026-08-24,Carne bodega,31.86,gasto,Alimentacion (Hogar)
2026-08-25,Wong compras semanales,32.56,gasto,Alimentacion (Hogar)
2026-08-25,Pollo a la brasa,10.22,gasto,Alimentacion (Fuera)
2026-08-25,Bus bodega,16.92,gasto,Transporte y Comunicaciones
2026-08-26,Medicina,2.19,gasto,Salud
2026-08-26,Metropolitano bodega,19.25,gasto,Transporte y Comunicaciones
2026-08-27,Almuerzo restaurant,7.93,gasto,Alimentacion (Fuera)
2026-08-27,Cafe,8.45,gasto,Alimentacion (Fuera)
2026-08-28,Consulta medica,6.84,gasto,Salud
2026-08-29,Cuidado personal,12.92,gasto,Otros Gastos y Diversos
2026-08-30,Ropa,10.81,gasto,Vestido y Calzado
2026-08-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-08-30,Almuerzo restaurant,6.82,gasto,Alimentacion (Fuera)
2026-08-30,Pollo bodega,38.06,gasto,Alimentacion (Hogar)
2026-08-31,Pollo a la brasa,8.22,gasto,Alimentacion (Fuera)
2026-08-31,Vitaminas,7.62,gasto,Salud
2026-08-31,Medicina,5.74,gasto,Salud
2026-09-01,Falabella,8.98,gasto,Vestido y Calzado
2026-09-02,Gasolina panadería,20.98,gasto,Transporte y Comunicaciones
2026-09-03,Transferencia a familiar,4.88,gasto,Otros Gastos y Diversos
2026-09-03,Cuidado personal,9.53,gasto,Otros Gastos y Diversos
2026-09-03,Zapatos,4.68,gasto,Vestido y Calzado
2026-09-04,Comida rapida,13.28,gasto,Alimentacion (Fuera)
2026-09-05,Maquillaje,8.31,gasto,Vestido y Calzado
2026-09-05,Netflix suscripción mensual,7.16,gasto,Educacion y Ocio
2026-09-05,Bodega bodega,49.36,gasto,Alimentacion (Hogar)
2026-09-05,Farmacia mifarma,3.45,gasto,Salud
2026-09-05,Gasolina compras semanales,18.32,gasto,Transporte y Comunicaciones
2026-09-06,Falabella,6.81,gasto,Vestido y Calzado
2026-09-06,Spotify suscripción mensual,7.85,gasto,Educacion y Ocio
2026-09-06,Artículos de limpieza y hogar,33.97,gasto,Mobiliario y Enseres
2026-09-06,Cuidado personal,10.95,gasto,Otros Gastos y Diversos
2026-09-06,Regalo,3.81,gasto,Otros Gastos y Diversos
2026-09-07,Tottus panadería,71.34,gasto,Alimentacion (Hogar)
2026-09-08,Mercado compras semanales,45.64,gasto,Alimentacion (Hogar)
2026-09-08,Farmacia mifarma,5.94,gasto,Salud
2026-09-08,Pago alquiler departamento,73.98,gasto,Vivienda y Servicios
2026-09-09,Pasaje panadería,21.54,gasto,Transporte y Comunicaciones
2026-09-09,Cafe,9.48,gasto,Alimentacion (Fuera)
2026-09-09,Tienda,5.88,gasto,Vestido y Calzado
2026-09-10,Luz del Sur recibo mensual,71.9,gasto,Vivienda y Servicios
2026-09-11,Ingreso por horas extra,145.54,ingreso,Salario
2026-09-11,Farmacia mifarma,8.41,gasto,Salud
2026-09-11,Comida rapida,10.92,gasto,Alimentacion (Fuera)
2026-09-12,Metropolitano panadería,20.22,gasto,Transporte y Comunicaciones
2026-09-12,Panaderia panadería,67.11,gasto,Alimentacion (Hogar)
2026-09-12,Sedapal recibo mensual,68.31,gasto,Vivienda y Servicios
2026-09-14,Ripley,4.33,gasto,Vestido y Calzado
2026-09-14,Cosmetico,9.13,gasto,Vestido y Calzado
2026-09-15,Claro internet y telefono,66.9,gasto,Vivienda y Servicios
2026-09-15,Uber compras semanales,17.09,gasto,Transporte y Comunicaciones
2026-09-15,Donacion,10.86,gasto,Otros Gastos y Diversos
2026-09-15,Chifa,12.94,gasto,Alimentacion (Fuera)
2026-09-15,Chifa,9.91,gasto,Alimentacion (Fuera)
2026-09-15,Peluqueria,8.29,gasto,Otros Gastos y Diversos
2026-09-15,Plaza vea bodega,67.08,gasto,Alimentacion (Hogar)
2026-09-15,Regalo,4.11,gasto,Otros Gastos y Diversos
2026-09-16,Metropolitano compras semanales,19.29,gasto,Transporte y Comunicaciones
2026-09-16,Medicina,4.52,gasto,Salud
2026-09-17,Vitaminas,5.41,gasto,Salud
2026-09-18,Venta de libros usados,97.03,ingreso,Otros Ingresos
2026-09-19,Comida rapida,6.34,gasto,Alimentacion (Fuera)
2026-09-20,Estacionamiento bodega,22.68,gasto,Transporte y Comunicaciones
2026-09-20,Gimnasio cuota mensual,6.8,gasto,Educacion y Ocio
2026-09-20,Regalo,8.09,gasto,Otros Gastos y Diversos
2026-09-20,Donacion,11.87,gasto,Otros Gastos y Diversos
2026-09-21,Tienda,9.25,gasto,Vestido y Calzado
2026-09-21,Medicina,9.22,gasto,Salud
2026-09-21,Wong panadería,41.98,gasto,Alimentacion (Hogar)
2026-09-22,Cuidado personal,5.54,gasto,Otros Gastos y Diversos
2026-09-23,Tienda,9.22,gasto,Vestido y Calzado
2026-09-23,Peluqueria,7.74,gasto,Otros Gastos y Diversos
2026-09-24,Accesorio,5.69,gasto,Vestido y Calzado
2026-09-24,Oechsle,4.26,gasto,Vestido y Calzado
2026-09-25,Farmacia mifarma,7.13,gasto,Salud
2026-09-26,Farmacia mifarma,4.66,gasto,Salud
2026-09-26,Pollo a la brasa,11.63,gasto,Alimentacion (Fuera)
2026-09-27,Cosmetico,5.59,gasto,Vestido y Calzado
2026-09-27,Concierto o evento cultural,13.99,gasto,Educacion y Ocio
2026-09-27,Medicina,8.28,gasto,Salud
2026-09-27,Cafe,8.77,gasto,Alimentacion (Fuera)
2026-09-27,Starbucks,10.93,gasto,Alimentacion (Fuera)
2026-09-27,Pasaje compras semanales,18.95,gasto,Transporte y Comunicaciones
2026-09-28,Cafe,7.82,gasto,Alimentacion (Fuera)
2026-09-28,Estacionamiento panadería,21.1,gasto,Transporte y Comunicaciones
2026-09-28,Cine peliculas con amigos,11.72,gasto,Educacion y Ocio
2026-09-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-10-01,Bembos,8.62,gasto,Alimentacion (Fuera)
2026-10-02,Farmacia inkafarma,12.25,gasto,Salud
2026-10-02,Pollo a la brasa,10.28,gasto,Alimentacion (Fuera)
2026-10-03,Starbucks,9.96,gasto,Alimentacion (Fuera)
2026-10-05,Netflix suscripción mensual,7.6,gasto,Educacion y Ocio
2026-10-05,Menu,5.52,gasto,Alimentacion (Fuera)
2026-10-06,Spotify suscripción mensual,6.99,gasto,Educacion y Ocio
2026-10-06,Anticuchos,6.99,gasto,Alimentacion (Fuera)
2026-10-07,Accesorio,24.17,gasto,Vestido y Calzado
2026-10-07,Ingreso por horas extra,99.71,ingreso,Salario
2026-10-08,Artículos de limpieza y hogar,34.87,gasto,Mobiliario y Enseres
2026-10-08,Pago alquiler departamento,73.95,gasto,Vivienda y Servicios
2026-10-08,Gasolina panadería,15.95,gasto,Transporte y Comunicaciones
2026-10-09,Taxi bodega,14.44,gasto,Transporte y Comunicaciones
2026-10-09,Verduras compras semanales,54.79,gasto,Alimentacion (Hogar)
2026-10-10,Grifo repsol panadería,19.27,gasto,Transporte y Comunicaciones
2026-10-10,Medicina,21.39,gasto,Salud
2026-10-10,Luz del Sur recibo mensual,72.37,gasto,Vivienda y Servicios
2026-10-10,Cafe,11.01,gasto,Alimentacion (Fuera)
2026-10-11,Grifo repsol bodega,19.57,gasto,Transporte y Comunicaciones
2026-10-12,Perfume,20.98,gasto,Vestido y Calzado
2026-10-12,Sedapal recibo mensual,66.8,gasto,Vivienda y Servicios
2026-10-14,Grifo repsol panadería,15.05,gasto,Transporte y Comunicaciones
2026-10-15,Claro internet y telefono,75.28,gasto,Vivienda y Servicios
2026-10-16,Cine peliculas con amigos,10.3,gasto,Educacion y Ocio
2026-10-16,Metropolitano compras semanales,12.1,gasto,Transporte y Comunicaciones
2026-10-17,Taxi compras semanales,18.62,gasto,Transporte y Comunicaciones
2026-10-18,Metropolitano panadería,12.58,gasto,Transporte y Comunicaciones
2026-10-18,Mass compras semanales,49.05,gasto,Alimentacion (Hogar)
2026-10-18,Pollo a la brasa,10.4,gasto,Alimentacion (Fuera)
2026-10-19,Cafe,5.28,gasto,Alimentacion (Fuera)
2026-10-19,Peluqueria,14.57,gasto,Otros Gastos y Diversos
2026-10-19,Bus compras semanales,13.78,gasto,Transporte y Comunicaciones
2026-10-20,Gimnasio cuota mensual,7.08,gasto,Educacion y Ocio
2026-10-20,Supermercado bodega,56.22,gasto,Alimentacion (Hogar)
2026-10-20,Zapatos,23.26,gasto,Vestido y Calzado
2026-10-20,Estacionamiento bodega,15.9,gasto,Transporte y Comunicaciones
2026-10-21,Cuidado personal,13.74,gasto,Otros Gastos y Diversos
2026-10-22,Mass compras semanales,64.75,gasto,Alimentacion (Hogar)
2026-10-22,Vitaminas,17.53,gasto,Salud
2026-10-22,Grifo repsol compras semanales,15.53,gasto,Transporte y Comunicaciones
2026-10-23,Comida rapida,6.66,gasto,Alimentacion (Fuera)
2026-10-23,Zapatos,15.01,gasto,Vestido y Calzado
2026-10-23,Regalo,19.39,gasto,Otros Gastos y Diversos
2026-10-24,Peluqueria,17.7,gasto,Otros Gastos y Diversos
2026-10-24,Comida rapida,10.42,gasto,Alimentacion (Fuera)
2026-10-26,Concierto o evento cultural,12.53,gasto,Educacion y Ocio
2026-10-26,Peluqueria,7.9,gasto,Otros Gastos y Diversos
2026-10-27,Venta de muebles usados,66.47,ingreso,Otros Ingresos
2026-10-27,Comida rapida,6.06,gasto,Alimentacion (Fuera)
2026-10-28,Leche compras semanales,69.59,gasto,Alimentacion (Hogar)
2026-10-29,Medicina,17.68,gasto,Salud
2026-10-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-10-30,Pollo a la brasa,8.24,gasto,Alimentacion (Fuera)
2026-10-30,Bodega compras semanales,54.05,gasto,Alimentacion (Hogar)
2026-11-01,Ropa,10.44,gasto,Vestido y Calzado
2026-11-01,Grifo repsol bodega,11.71,gasto,Transporte y Comunicaciones
2026-11-02,Artículos de limpieza y hogar,31.11,gasto,Mobiliario y Enseres
2026-11-03,Grifo repsol panadería,17.57,gasto,Transporte y Comunicaciones
2026-11-03,Consulta medica,5.66,gasto,Salud
2026-11-04,Bembos,10.33,gasto,Alimentacion (Fuera)
2026-11-05,Regalo,9.82,gasto,Otros Gastos y Diversos
2026-11-05,Netflix suscripción mensual,7.94,gasto,Educacion y Ocio
2026-11-06,Spotify suscripción mensual,7.05,gasto,Educacion y Ocio
2026-11-07,Analisis laboratorio,6.16,gasto,Salud
2026-11-07,Consulta medica,2.92,gasto,Salud
2026-11-07,Cafe,11.1,gasto,Alimentacion (Fuera)
2026-11-07,Peluqueria,6.56,gasto,Otros Gastos y Diversos
2026-11-07,Farmacia mifarma,6.03,gasto,Salud
2026-11-07,Ripley,10.2,gasto,Vestido y Calzado
2026-11-08,Maquillaje,12.17,gasto,Vestido y Calzado
2026-11-08,Pago alquiler departamento,69.68,gasto,Vivienda y Servicios
2026-11-09,Consulta medica,4.47,gasto,Salud
2026-11-09,Peluqueria,10.22,gasto,Otros Gastos y Diversos
2026-11-09,Analisis laboratorio,2.3,gasto,Salud
2026-11-10,Metropolitano bodega,11.42,gasto,Transporte y Comunicaciones
2026-11-10,Luz del Sur recibo mensual,68.96,gasto,Vivienda y Servicios
2026-11-11,Gasolina compras semanales,12.31,gasto,Transporte y Comunicaciones
2026-11-11,Saga,13.74,gasto,Vestido y Calzado
2026-11-11,Chifa,7.11,gasto,Alimentacion (Fuera)
2026-11-12,Estacionamiento panadería,11.71,gasto,Transporte y Comunicaciones
2026-11-12,Pollo panadería,69.2,gasto,Alimentacion (Hogar)
2026-11-12,Sedapal recibo mensual,64.21,gasto,Vivienda y Servicios
2026-11-13,Bus compras semanales,16.95,gasto,Transporte y Comunicaciones
2026-11-13,Donacion,4.19,gasto,Otros Gastos y Diversos
2026-11-13,Tienda,13.5,gasto,Vestido y Calzado
2026-11-14,Regalo,12.61,gasto,Otros Gastos y Diversos
2026-11-15,Claro internet y telefono,72.04,gasto,Vivienda y Servicios
2026-11-17,Medicina,6.66,gasto,Salud
2026-11-17,Pollo a la brasa,9.93,gasto,Alimentacion (Fuera)
2026-11-17,Ingreso por horas extra,85.58,ingreso,Salario
2026-11-18,Starbucks,7.4,gasto,Alimentacion (Fuera)
2026-11-18,Donacion,13.16,gasto,Otros Gastos y Diversos
2026-11-18,Estacionamiento compras semanales,10.17,gasto,Transporte y Comunicaciones
2026-11-19,Venta de ropa en buen estado,57.05,ingreso,Otros Ingresos
2026-11-19,Plaza vea panadería,41.28,gasto,Alimentacion (Hogar)
2026-11-19,Donacion,5.87,gasto,Otros Gastos y Diversos
2026-11-20,Saga,6.99,gasto,Vestido y Calzado
2026-11-20,Gimnasio cuota mensual,7.34,gasto,Educacion y Ocio
2026-11-20,Gasolina compras semanales,10.11,gasto,Transporte y Comunicaciones
2026-11-20,Leche panadería,56.6,gasto,Alimentacion (Hogar)
2026-11-20,Transferencia a familiar,10.42,gasto,Otros Gastos y Diversos
2026-11-21,Pollo a la brasa,8.48,gasto,Alimentacion (Fuera)
2026-11-21,Estacionamiento bodega,15.33,gasto,Transporte y Comunicaciones
2026-11-23,Concierto o evento cultural,30.73,gasto,Educacion y Ocio
2026-11-23,Arroz bodega,61.0,gasto,Alimentacion (Hogar)
2026-11-23,Farmacia mifarma,4.59,gasto,Salud
2026-11-23,Uber compras semanales,10.24,gasto,Transporte y Comunicaciones
2026-11-24,Supermercado compras semanales,52.52,gasto,Alimentacion (Hogar)
2026-11-24,Consulta medica,2.35,gasto,Salud
2026-11-25,Picanteria,11.35,gasto,Alimentacion (Fuera)
2026-11-26,Plaza vea panadería,52.3,gasto,Alimentacion (Hogar)
2026-11-27,Analisis laboratorio,3.51,gasto,Salud
2026-11-27,Uber bodega,12.05,gasto,Transporte y Comunicaciones
2026-11-28,Pollo a la brasa,11.24,gasto,Alimentacion (Fuera)
2026-11-29,Farmacia mifarma,2.11,gasto,Salud
2026-11-29,Uber panadería,12.95,gasto,Transporte y Comunicaciones
2026-11-30,Almuerzo restaurant,9.36,gasto,Alimentacion (Fuera)
2026-11-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-11-30,Ropa,4.5,gasto,Vestido y Calzado
2026-12-01,Cuidado personal,5.73,gasto,Otros Gastos y Diversos
2026-12-01,Transferencia a familiar,8.2,gasto,Otros Gastos y Diversos
2026-12-01,Panaderia bodega,23.88,gasto,Alimentacion (Hogar)
2026-12-01,Uber panadería,11.44,gasto,Transporte y Comunicaciones
2026-12-02,Pasaje compras semanales,12.51,gasto,Transporte y Comunicaciones
2026-12-02,Analisis laboratorio,3.36,gasto,Salud
2026-12-02,Almuerzo restaurant,15.62,gasto,Alimentacion (Fuera)
2026-12-03,Farmacia mifarma,5.77,gasto,Salud
2026-12-03,Artículos de limpieza y hogar,33.98,gasto,Mobiliario y Enseres
2026-12-03,Taxi bodega,15.94,gasto,Transporte y Comunicaciones
2026-12-04,Grifo repsol bodega,10.72,gasto,Transporte y Comunicaciones
2026-12-05,Netflix suscripción mensual,8.15,gasto,Educacion y Ocio
2026-12-05,Vitaminas,5.11,gasto,Salud
2026-12-05,Saga,9.78,gasto,Vestido y Calzado
2026-12-05,Bodega panadería,24.67,gasto,Alimentacion (Hogar)
2026-12-06,Spotify suscripción mensual,6.77,gasto,Educacion y Ocio
2026-12-07,Analisis laboratorio,5.98,gasto,Salud
2026-12-07,Analisis laboratorio,2.5,gasto,Salud
2026-12-08,Regalo,3.2,gasto,Otros Gastos y Diversos
2026-12-08,Pago alquiler departamento,67.53,gasto,Vivienda y Servicios
2026-12-09,Barberia,2.27,gasto,Otros Gastos y Diversos
2026-12-10,Luz del Sur recibo mensual,67.0,gasto,Vivienda y Servicios
2026-12-10,Peluqueria,6.76,gasto,Otros Gastos y Diversos
2026-12-10,Tienda,5.62,gasto,Vestido y Calzado
2026-12-11,Ingreso por horas extra,87.59,ingreso,Salario
2026-12-12,Bus compras semanales,13.46,gasto,Transporte y Comunicaciones
2026-12-12,Verduras bodega,34.36,gasto,Alimentacion (Hogar)
2026-12-12,Bembos,10.51,gasto,Alimentacion (Fuera)
2026-12-12,Sedapal recibo mensual,66.12,gasto,Vivienda y Servicios
2026-12-13,Barberia,6.53,gasto,Otros Gastos y Diversos
2026-12-13,Maquillaje,3.11,gasto,Vestido y Calzado
2026-12-13,Farmacia inkafarma,4.07,gasto,Salud
2026-12-13,Pasaje panadería,13.34,gasto,Transporte y Comunicaciones
2026-12-14,Transferencia a familiar,4.74,gasto,Otros Gastos y Diversos
2026-12-14,Starbucks,16.32,gasto,Alimentacion (Fuera)
2026-12-14,Analisis laboratorio,3.83,gasto,Salud
2026-12-15,Ropa,7.78,gasto,Vestido y Calzado
2026-12-15,Gratificación legal Diciembre,1112.24,ingreso,Salario
2026-12-15,Ropa,8.15,gasto,Vestido y Calzado
2026-12-15,Claro internet y telefono,64.68,gasto,Vivienda y Servicios
2026-12-16,Ripley,4.52,gasto,Vestido y Calzado
2026-12-16,Transferencia a familiar,6.74,gasto,Otros Gastos y Diversos
2026-12-16,Grifo repsol bodega,12.28,gasto,Transporte y Comunicaciones
2026-12-16,Analisis laboratorio,2.06,gasto,Salud
2026-12-17,Vitaminas,5.75,gasto,Salud
2026-12-17,Tottus panadería,27.37,gasto,Alimentacion (Hogar)
2026-12-18,Almuerzo restaurant,14.75,gasto,Alimentacion (Fuera)
2026-12-19,Donacion,5.09,gasto,Otros Gastos y Diversos
2026-12-20,Gimnasio cuota mensual,7.59,gasto,Educacion y Ocio
2026-12-20,Regalo,6.96,gasto,Otros Gastos y Diversos
2026-12-20,Ripley,9.87,gasto,Vestido y Calzado
2026-12-21,Regalo,4.28,gasto,Otros Gastos y Diversos
2026-12-21,Ingreso por freelance proyecto,58.4,ingreso,Freelance
2026-12-21,Barberia,5.4,gasto,Otros Gastos y Diversos
2026-12-22,Cafe,8.26,gasto,Alimentacion (Fuera)
2026-12-22,Regalo,4.09,gasto,Otros Gastos y Diversos
2026-12-23,Compra de libros o material educativo,28.45,gasto,Educacion y Ocio
2026-12-23,Mass bodega,28.92,gasto,Alimentacion (Hogar)
2026-12-24,Mass compras semanales,39.96,gasto,Alimentacion (Hogar)
2026-12-24,Farmacia mifarma,3.85,gasto,Salud
2026-12-24,Taxi panadería,13.05,gasto,Transporte y Comunicaciones
2026-12-25,Bembos,15.03,gasto,Alimentacion (Fuera)
2026-12-25,Ripley,3.45,gasto,Vestido y Calzado
2026-12-25,Supermercado panadería,23.81,gasto,Alimentacion (Hogar)
2026-12-25,Metropolitano compras semanales,19.52,gasto,Transporte y Comunicaciones
2026-12-26,Oechsle,7.02,gasto,Vestido y Calzado
2026-12-26,Cafe,12.97,gasto,Alimentacion (Fuera)
2026-12-27,Consulta medica,2.95,gasto,Salud
2026-12-27,Vitaminas,3.49,gasto,Salud
2026-12-27,Tottus bodega,33.21,gasto,Alimentacion (Hogar)
2026-12-28,Frutas bodega,24.1,gasto,Alimentacion (Hogar)
2026-12-28,Transferencia a familiar,7.75,gasto,Otros Gastos y Diversos
2026-12-28,Bus compras semanales,16.1,gasto,Transporte y Comunicaciones
2026-12-28,Farmacia inkafarma,1.91,gasto,Salud
2026-12-29,Mercado panadería,38.16,gasto,Alimentacion (Hogar)
2026-12-30,Salario mensual empresa XYZ,1112.24,ingreso,Salario
2026-12-30,Regalo,3.54,gasto,Otros Gastos y Diversos
2026-12-30,Vitaminas,5.88,gasto,Salud
2026-12-30,Pasaje bodega,11.27,gasto,Transporte y Comunicaciones
2026-12-31,Anticuchos,12.91,gasto,Alimentacion (Fuera)
2027-01-01,Medicina,6.41,gasto,Salud
2027-01-01,Analisis laboratorio,4.97,gasto,Salud
2027-01-02,Comida rapida,6.07,gasto,Alimentacion (Fuera)
2027-01-02,Bembos,5.88,gasto,Alimentacion (Fuera)
2027-01-02,Pollo a la brasa,10.82,gasto,Alimentacion (Fuera)
2027-01-03,Medicina,3.3,gasto,Salud
2027-01-04,Peluqueria,3.99,gasto,Otros Gastos y Diversos
2027-01-05,Artículos de limpieza y hogar,35.67,gasto,Mobiliario y Enseres
2027-01-05,Donacion,12.74,gasto,Otros Gastos y Diversos
2027-01-05,Netflix suscripción mensual,7.01,gasto,Educacion y Ocio
2027-01-06,Vitaminas,7.33,gasto,Salud
2027-01-06,Spotify suscripción mensual,7.33,gasto,Educacion y Ocio
2027-01-06,Grifo repsol compras semanales,14.44,gasto,Transporte y Comunicaciones
2027-01-07,Carniceria panadería,29.31,gasto,Alimentacion (Hogar)
2027-01-07,Bembos,8.69,gasto,Alimentacion (Fuera)
2027-01-08,Supermercado panadería,32.94,gasto,Alimentacion (Hogar)
2027-01-08,Gasolina bodega,15.48,gasto,Transporte y Comunicaciones
2027-01-08,Cuidado personal,9.52,gasto,Otros Gastos y Diversos
2027-01-08,Pago alquiler departamento,65.54,gasto,Vivienda y Servicios
2027-01-09,Pasaje compras semanales,17.29,gasto,Transporte y Comunicaciones
2027-01-10,Grifo repsol compras semanales,14.68,gasto,Transporte y Comunicaciones
